"","tipo_de_cooperativa","estado"
"585","2.Produtor","1.São Paulo"
"586","2.Produtor","1.São Paulo"
"587","2.Produtor","1.São Paulo"
"588","2.Produtor","1.São Paulo"
"589","2.Produtor","1.São Paulo"
"590","2.Produtor","1.São Paulo"
"591","2.Produtor","1.São Paulo"
"592","2.Produtor","1.São Paulo"
"593","2.Produtor","1.São Paulo"
"594","2.Produtor","1.São Paulo"
"595","2.Produtor","1.São Paulo"
"596","2.Produtor","1.São Paulo"
"597","2.Produtor","1.São Paulo"
"598","2.Produtor","1.São Paulo"
"599","2.Produtor","1.São Paulo"
"600","2.Produtor","1.São Paulo"
"601","2.Produtor","1.São Paulo"
"602","2.Produtor","1.São Paulo"
"603","2.Produtor","1.São Paulo"
"604","2.Produtor","1.São Paulo"
"605","2.Produtor","1.São Paulo"
"606","2.Produtor","1.São Paulo"
"607","2.Produtor","1.São Paulo"
"608","2.Produtor","1.São Paulo"
"609","2.Produtor","1.São Paulo"
"610","2.Produtor","1.São Paulo"
"611","2.Produtor","1.São Paulo"
"612","2.Produtor","1.São Paulo"
"613","2.Produtor","1.São Paulo"
"614","2.Produtor","2.Paraná"
"615","2.Produtor","2.Paraná"
"616","2.Produtor","2.Paraná"
"617","2.Produtor","2.Paraná"
"618","2.Produtor","2.Paraná"
"619","2.Produtor","2.Paraná"
"620","2.Produtor","2.Paraná"
"621","2.Produtor","2.Paraná"
"622","2.Produtor","2.Paraná"
"623","2.Produtor","2.Paraná"
"624","2.Produtor","2.Paraná"
"625","2.Produtor","2.Paraná"
"626","2.Produtor","2.Paraná"
"627","2.Produtor","2.Paraná"
"628","2.Produtor","2.Paraná"
"629","2.Produtor","2.Paraná"
"630","2.Produtor","2.Paraná"
"631","2.Produtor","2.Paraná"
"632","2.Produtor","2.Paraná"
"633","2.Produtor","2.Paraná"
"634","2.Produtor","2.Paraná"
"635","2.Produtor","2.Paraná"
"636","2.Produtor","2.Paraná"
"637","2.Produtor","2.Paraná"
"638","2.Produtor","2.Paraná"
"639","2.Produtor","2.Paraná"
"640","2.Produtor","2.Paraná"
"641","2.Produtor","2.Paraná"
"642","2.Produtor","2.Paraná"
"643","2.Produtor","2.Paraná"
"644","2.Produtor","2.Paraná"
"645","2.Produtor","2.Paraná"
"646","2.Produtor","2.Paraná"
"647","2.Produtor","2.Paraná"
"648","2.Produtor","2.Paraná"
"649","2.Produtor","2.Paraná"
"650","2.Produtor","2.Paraná"
"651","2.Produtor","2.Paraná"
"652","2.Produtor","2.Paraná"
"653","2.Produtor","2.Paraná"
"654","2.Produtor","2.Paraná"
"655","2.Produtor","2.Paraná"
"656","2.Produtor","2.Paraná"
"657","2.Produtor","2.Paraná"
"658","2.Produtor","2.Paraná"
"659","2.Produtor","2.Paraná"
"660","2.Produtor","2.Paraná"
"661","2.Produtor","2.Paraná"
"662","2.Produtor","2.Paraná"
"663","2.Produtor","2.Paraná"
"664","2.Produtor","2.Paraná"
"665","2.Produtor","2.Paraná"
"666","2.Produtor","2.Paraná"
"667","2.Produtor","2.Paraná"
"668","2.Produtor","2.Paraná"
"669","2.Produtor","2.Paraná"
"670","2.Produtor","2.Paraná"
"671","2.Produtor","2.Paraná"
"672","2.Produtor","2.Paraná"
"673","2.Produtor","2.Paraná"
"674","2.Produtor","2.Paraná"
"675","2.Produtor","2.Paraná"
"676","2.Produtor","2.Paraná"
"677","2.Produtor","2.Paraná"
"678","2.Produtor","2.Paraná"
"679","2.Produtor","2.Paraná"
"680","2.Produtor","2.Paraná"
"681","2.Produtor","2.Paraná"
"682","2.Produtor","2.Paraná"
"683","2.Produtor","2.Paraná"
"684","2.Produtor","2.Paraná"
"685","2.Produtor","2.Paraná"
"686","2.Produtor","2.Paraná"
"687","2.Produtor","2.Paraná"
"688","2.Produtor","2.Paraná"
"689","2.Produtor","2.Paraná"
"690","2.Produtor","2.Paraná"
"691","2.Produtor","2.Paraná"
"692","2.Produtor","2.Paraná"
"693","2.Produtor","2.Paraná"
"694","2.Produtor","2.Paraná"
"695","2.Produtor","2.Paraná"
"696","2.Produtor","2.Paraná"
"697","2.Produtor","2.Paraná"
"698","2.Produtor","2.Paraná"
"699","2.Produtor","2.Paraná"
